step,eta,height,width,size,aspect_ratio,diffusion_time,elapsed_time
70,0.5,12,14,71,0.8571428571428571,0.5278944969177246,31.368345022201538
71,0.5,12,14,72,0.8571428571428571,0.4095299243927002,31.77842688560486
72,0.5,12,14,73,0.8571428571428571,0.46872854232788086,32.24723219871521
73,0.5,12,15,74,0.8,0.3693084716796875,32.61668157577515
74,0.5,13,15,75,0.8666666666666667,0.5773909091949463,33.19414710998535
75,0.5,13,16,76,0.8125,0.555915117263794,33.750136613845825
76,0.5,13,16,77,0.8125,0.4215106964111328,34.17171931266785
77,0.5,13,16,78,0.8125,0.25150609016418457,34.42336964607239
78,0.5,13,16,79,0.8125,0.25269007682800293,34.67623543739319
79,0.5,13,16,80,0.8125,0.5365166664123535,35.212915658950806
80,0.5,13,16,81,0.8125,0.21218395233154297,35.42524003982544
81,0.5,13,16,82,0.8125,0.11891937255859375,35.54485750198364
82,0.5,14,16,83,0.875,0.41583895683288574,35.96077108383179
83,0.5,14,16,84,0.875,0.20981335639953613,36.170767307281494
84,0.5,14,16,85,0.875,0.5927958488464355,36.76374411582947
85,0.5,14,16,86,0.875,0.43921875953674316,37.203038454055786
86,0.5,14,17,87,0.8235294117647058,0.3423349857330322,37.545450925827026
87,0.5,14,17,88,0.8235294117647058,0.36502528190612793,37.91055345535278
88,0.5,14,17,89,0.8235294117647058,0.5441148281097412,38.454742431640625
89,0.5,14,17,90,0.8235294117647058,0.32254934310913086,38.77748918533325
90,0.5,14,17,91,0.8235294117647058,0.1039729118347168,38.88153553009033
91,0.5,14,18,92,0.7777777777777778,0.5623955726623535,39.44447588920593
92,0.5,14,18,93,0.7777777777777778,0.045880794525146484,39.49043083190918
93,0.5,14,18,94,0.7777777777777778,0.31995534896850586,39.810463190078735
94,0.5,15,18,95,0.8333333333333334,0.4102191925048828,40.22081232070923
95,0.5,15,18,96,0.8333333333333334,0.39983129501342773,40.6207971572876
96,0.5,15,18,97,0.8333333333333334,0.09093260765075684,40.71184039115906
97,0.5,15,18,98,0.8333333333333334,0.2598390579223633,40.971858978271484
98,0.5,15,18,99,0.8333333333333334,0.31533312797546387,41.287267208099365
99,0.5,15,18,100,0.8333333333333334,0.2273576259613037,41.5147442817688
