step,eta,height,width,size,aspect_ratio,diffusion_time,elapsed_time
51,10.0,50,2,52,25.0,1.0177159309387207,46.79782032966614
52,10.0,51,2,53,25.5,1.079111099243164,47.87708115577698
53,10.0,52,2,54,26.0,1.158759593963623,49.03594708442688
54,10.0,53,2,55,26.5,1.066551685333252,50.102577686309814
55,10.0,54,2,56,27.0,1.0379431247711182,51.14069890975952
56,10.0,55,2,57,27.5,1.0636496543884277,52.204519510269165
57,10.0,56,2,58,28.0,1.047044038772583,53.25163745880127
58,10.0,57,2,59,28.5,1.0395326614379883,54.291330099105835
59,10.0,58,2,60,29.0,1.0746240615844727,55.36613321304321
60,10.0,59,2,61,29.5,1.0490357875823975,56.415343284606934
61,10.0,60,2,62,30.0,1.0629796981811523,57.478930711746216
62,10.0,61,2,63,30.5,1.06272554397583,58.541832447052
63,10.0,62,2,64,31.0,1.0600316524505615,59.60210132598877
64,10.0,63,2,65,31.5,1.0681586265563965,60.67042565345764
65,10.0,64,2,66,32.0,1.0636036396026611,61.73422646522522
66,10.0,65,2,67,32.5,1.0742030143737793,62.80859088897705
67,10.0,66,2,68,33.0,1.128528356552124,63.937299728393555
68,10.0,67,2,69,33.5,1.0713036060333252,65.00867652893066
69,10.0,68,2,70,34.0,1.0899620056152344,66.09881806373596
70,10.0,69,2,71,34.5,1.0972890853881836,67.1961784362793
71,10.0,70,2,72,35.0,1.102236270904541,68.29891729354858
72,10.0,70,2,73,35.0,1.1578130722045898,69.4569182395935
73,10.0,71,2,74,35.5,1.0579476356506348,70.51502561569214
74,10.0,72,2,75,36.0,1.0752816200256348,71.59050226211548
75,10.0,73,2,76,36.5,1.1090714931488037,72.69977259635925
76,10.0,74,2,77,37.0,1.1060667037963867,73.80603265762329
77,10.0,75,2,78,37.5,1.1366424560546875,74.94280004501343
78,10.0,76,2,79,38.0,1.1143662929534912,76.05736136436462
79,10.0,77,2,80,38.5,1.1258292198181152,77.18338441848755
80,10.0,78,2,81,39.0,1.124962568283081,78.3085298538208
81,10.0,79,2,82,39.5,1.1385869979858398,79.4476866722107
82,10.0,80,2,83,40.0,1.1443116664886475,80.59212899208069
83,10.0,81,2,84,40.5,1.292909860610962,81.88522291183472
84,10.0,82,2,85,41.0,1.148146152496338,83.0334403514862
85,10.0,83,2,86,41.5,1.1440563201904297,84.17768788337708
86,10.0,84,2,87,42.0,1.2187108993530273,85.39658331871033
87,10.0,85,2,88,42.5,1.2588322162628174,86.65561842918396
88,10.0,86,2,89,43.0,1.2287542819976807,87.88450002670288
89,10.0,87,2,90,43.5,1.186546802520752,89.07125568389893
90,10.0,88,2,91,44.0,1.1881632804870605,90.2596116065979
91,10.0,89,2,92,44.5,1.21303391456604,91.4731707572937
92,10.0,90,2,93,45.0,1.2336621284484863,92.70702743530273
93,10.0,91,2,94,45.5,1.2485909461975098,93.95577049255371
94,10.0,92,2,95,46.0,1.2586381435394287,95.21448159217834
95,10.0,92,2,96,46.0,1.0253708362579346,96.24001669883728
96,10.0,93,2,97,46.5,1.2273461818695068,97.46754264831543
97,10.0,94,2,98,47.0,1.2900805473327637,98.75781321525574
98,10.0,95,2,99,47.5,1.2998883724212646,100.05790996551514
99,10.0,96,2,100,48.0,1.3426573276519775,101.40075945854187
