step,eta,height,width,size,aspect_ratio,diffusion_time,elapsed_time
36,2.0,12,13,37,0.9230769230769231,0.3671591281890869,21.024226427078247
37,2.0,12,14,38,0.8571428571428571,0.5441324710845947,21.56849455833435
38,2.0,12,14,39,0.8571428571428571,0.3405001163482666,21.909133195877075
39,2.0,12,15,40,0.8,0.3920166492462158,22.30132246017456
40,2.0,12,15,41,0.8,0.3584592342376709,22.659852981567383
41,2.0,13,15,42,0.8666666666666667,0.5037367343902588,23.164143085479736
42,2.0,13,15,43,0.8666666666666667,0.5465633869171143,23.710865259170532
43,2.0,13,16,44,0.8125,0.45577526092529297,24.166777849197388
44,2.0,13,16,45,0.8125,0.34241199493408203,24.50934600830078
45,2.0,14,16,46,0.875,0.41481781005859375,24.924280405044556
46,2.0,15,16,47,0.9375,0.4885549545288086,25.413040161132812
47,2.0,15,16,48,0.9375,0.409466028213501,25.82267189025879
48,2.0,15,16,49,0.9375,0.262101411819458,26.08492946624756
49,2.0,15,16,50,0.9375,0.3832278251647949,26.468229293823242
50,2.0,15,17,51,0.8823529411764706,0.4077577590942383,26.87616467475891
51,2.0,15,17,52,0.8823529411764706,0.5221145153045654,27.39890766143799
52,2.0,15,17,53,0.8823529411764706,0.5005156993865967,27.89961338043213
53,2.0,15,17,54,0.8823529411764706,0.496826171875,28.396628856658936
54,2.0,15,17,55,0.8823529411764706,0.5660936832427979,28.962880849838257
55,2.0,16,17,56,0.9411764705882353,0.4247291088104248,29.387680768966675
56,2.0,17,17,57,1.0,0.5064432621002197,29.8942289352417
57,2.0,17,17,58,1.0,0.2995631694793701,30.1939377784729
58,2.0,18,17,59,1.0588235294117647,0.5672917366027832,30.76138949394226
59,2.0,19,17,60,1.1176470588235294,0.6435277462005615,31.404989004135132
60,2.0,19,17,61,1.1176470588235294,0.5056307315826416,31.910689115524292
61,2.0,19,17,62,1.1176470588235294,0.4515395164489746,32.36282444000244
62,2.0,19,17,63,1.1176470588235294,0.4327723979949951,32.79576063156128
63,2.0,19,17,64,1.1176470588235294,0.5488226413726807,33.34474277496338
64,2.0,20,17,65,1.1764705882352942,0.4795949459075928,33.824498891830444
65,2.0,20,17,66,1.1764705882352942,0.44159722328186035,34.26627707481384
66,2.0,20,17,67,1.1764705882352942,0.4151580333709717,34.68158268928528
67,2.0,20,18,68,1.1111111111111112,0.42176198959350586,35.10348153114319
68,2.0,21,18,69,1.1666666666666667,0.5793652534484863,35.68291735649109
69,2.0,21,18,70,1.1666666666666667,0.4277358055114746,36.11082625389099
70,2.0,21,18,71,1.1666666666666667,0.30336499214172363,36.41426205635071
71,2.0,21,18,72,1.1666666666666667,0.3150782585144043,36.72984218597412
72,2.0,21,18,73,1.1666666666666667,0.19338154792785645,36.923344373703
73,2.0,22,18,74,1.2222222222222223,0.7292263507843018,37.65280103683472
74,2.0,22,18,75,1.2222222222222223,0.75264573097229,38.405609369277954
75,2.0,22,18,76,1.2222222222222223,0.7807509899139404,39.186537742614746
76,2.0,22,18,77,1.2222222222222223,0.41426515579223633,39.600878953933716
77,2.0,23,18,78,1.2777777777777777,0.4744884967803955,40.075565814971924
78,2.0,23,18,79,1.2777777777777777,0.42683959007263184,40.50258111953735
79,2.0,23,18,80,1.2777777777777777,0.44527602195739746,40.94794988632202
80,2.0,23,18,81,1.2777777777777777,0.48366832733154297,41.43169045448303
81,2.0,24,18,82,1.3333333333333333,0.5732502937316895,42.00544571876526
82,2.0,25,18,83,1.3888888888888888,0.7696444988250732,42.775285720825195
83,2.0,26,18,84,1.4444444444444444,0.8345506191253662,43.609909772872925
84,2.0,27,18,85,1.5,0.8642451763153076,44.47427678108215
85,2.0,27,18,86,1.5,0.8050534725189209,45.279529094696045
86,2.0,28,18,87,1.5555555555555556,0.9364230632781982,46.216031551361084
