step,eta,height,width,size,aspect_ratio,diffusion_time,elapsed_time
68,1.0,23,7,69,3.2857142857142856,0.3575167655944824,36.62196683883667
69,1.0,23,7,70,3.2857142857142856,0.2416677474975586,36.86378717422485
70,1.0,23,7,71,3.2857142857142856,0.5116751194000244,37.37557554244995
71,1.0,23,7,72,3.2857142857142856,0.6357054710388184,38.01178026199341
72,1.0,23,7,73,3.2857142857142856,0.6676688194274902,38.67962670326233
73,1.0,23,7,74,3.2857142857142856,0.07259702682495117,38.75229620933533
74,1.0,23,8,75,2.875,0.6685590744018555,39.42100119590759
75,1.0,23,8,76,2.875,0.30471253395080566,39.725903034210205
76,1.0,23,8,77,2.875,0.7161996364593506,40.442259073257446
77,1.0,23,8,78,2.875,0.33137989044189453,40.773810386657715
78,1.0,23,9,79,2.5555555555555554,0.32527828216552734,41.09929013252258
79,1.0,23,9,80,2.5555555555555554,0.42400574684143066,41.523465394973755
80,1.0,23,9,81,2.5555555555555554,0.7407963275909424,42.264439821243286
81,1.0,23,9,82,2.5555555555555554,0.6011035442352295,42.86619305610657
82,1.0,23,10,83,2.3,0.7147214412689209,43.58102226257324
83,1.0,23,11,84,2.090909090909091,0.3680751323699951,43.94929003715515
84,1.0,24,11,85,2.1818181818181817,0.463977575302124,44.41341304779053
85,1.0,24,11,86,2.1818181818181817,0.09949660301208496,44.51298403739929
86,1.0,24,11,87,2.1818181818181817,0.20335817337036133,44.71646332740784
87,1.0,24,11,88,2.1818181818181817,0.4915194511413574,45.208057165145874
88,1.0,24,11,89,2.1818181818181817,0.8050425052642822,46.01326107978821
89,1.0,24,11,90,2.1818181818181817,0.2882351875305176,46.301573753356934
90,1.0,24,11,91,2.1818181818181817,0.3145589828491211,46.616290807724
91,1.0,24,11,92,2.1818181818181817,0.3422684669494629,46.959173917770386
92,1.0,24,11,93,2.1818181818181817,0.7720639705657959,47.73140263557434
93,1.0,24,11,94,2.1818181818181817,0.7419958114624023,48.47347068786621
94,1.0,24,11,95,2.1818181818181817,0.18226003646850586,48.6559271812439
95,1.0,24,12,96,2.0,0.7053654193878174,49.36136841773987
96,1.0,24,12,97,2.0,0.8233802318572998,50.18482542037964
97,1.0,24,12,98,2.0,0.2701408863067627,50.45507335662842
98,1.0,24,12,99,2.0,0.7581040859222412,51.21324872970581
99,1.0,24,12,100,2.0,0.33870887756347656,51.55203461647034
